steps,elapsed_seconds,samples_per_second,mnist_feature_fid,mean_confidence,median_confidence,low_confidence_ratio,class_coverage,normalized_class_entropy,class_distribution_tvd,class_0_proportion,class_1_proportion,class_2_proportion,class_3_proportion,class_4_proportion,class_5_proportion,class_6_proportion,class_7_proportion,class_8_proportion,class_9_proportion
1000,74.34407279999868,13.450971440456483,20.98478126235522,0.9369556307792664,0.998616099357605,0.12600000202655792,10,0.9953436255455017,0.06599999591708183,0.09000000357627869,0.12399999797344208,0.10199999809265137,0.10899999737739563,0.09099999815225601,0.10199999809265137,0.09600000083446503,0.11100000143051147,0.06800000369548798,0.10700000077486038
200,15.011054199996579,66.61757306826777,22.730205842943626,0.9405557513237,0.9989126920700073,0.11500000208616257,10,0.9961168766021729,0.0520000085234642,0.0949999988079071,0.10199999809265137,0.12300000339746475,0.10499999672174454,0.10100000351667404,0.09000000357627869,0.10199999809265137,0.11400000005960464,0.07100000232458115,0.09700000286102295
50,3.759072399996512,266.02307526743243,22.751183089832693,0.9322097897529602,0.9984999895095825,0.14000000059604645,10,0.9932225346565247,0.08700000494718552,0.09799999743700027,0.10499999672174454,0.11299999803304672,0.12099999934434891,0.07100000232458115,0.11299999803304672,0.08900000154972076,0.11100000143051147,0.0689999982714653,0.10999999940395355
