steps,elapsed_seconds,samples_per_second,mnist_feature_fid,mean_confidence,median_confidence,low_confidence_ratio,class_coverage,normalized_class_entropy,class_distribution_tvd,class_0_proportion,class_1_proportion,class_2_proportion,class_3_proportion,class_4_proportion,class_5_proportion,class_6_proportion,class_7_proportion,class_8_proportion,class_9_proportion
1000,316.02992509999603,3.164257307859649,16.11094288341956,0.9636893272399902,0.9997201561927795,0.06499999761581421,10,0.9938501119613647,0.06199999898672104,0.1080000028014183,0.13899999856948853,0.08500000089406967,0.11500000208616257,0.09399999678134918,0.0860000029206276,0.10400000214576721,0.09600000083446503,0.07500000298023224,0.09799999743700027
200,63.46202619999531,15.757454652465444,18.899214748827205,0.9621472358703613,0.999714195728302,0.07800000160932541,10,0.9973376989364624,0.04600000008940697,0.1080000028014183,0.11999999731779099,0.0989999994635582,0.09399999678134918,0.09200000017881393,0.0949999988079071,0.11100000143051147,0.1080000028014183,0.07999999821186066,0.09300000220537186
50,16.855801400000928,59.3267550008002,15.129076286170653,0.9629161953926086,0.9996745586395264,0.07100000232458115,10,0.9972964525222778,0.05800000578165054,0.10899999737739563,0.10499999672174454,0.10199999809265137,0.1120000034570694,0.07599999755620956,0.09799999743700027,0.0949999988079071,0.0989999994635582,0.08900000154972076,0.11500000208616257
